,match_id,match_count,model_count,change_count,league_count,won,drawn,lost
1570,101951,17306,4223,837,29,0.730000,0.160000,0.110000
1571,101952,100380,10021,953,33,0.300000,0.280000,0.420000
1572,101953,128534,21417,988,29,0.500000,0.270000,0.230000
1573,101954,79044,7370,939,30,0.280000,0.270000,0.450000
1574,101955,117656,12247,974,32,0.310000,0.280000,0.410000
1575,101956,113246,19770,996,29,0.520000,0.260000,0.220000
1576,101957,8655,389,767,36,0.130000,0.160000,0.710000
1577,101958,70283,6442,945,5,0.270000,0.260000,0.470000
1578,101959,29645,2080,915,5,0.210000,0.230000,0.560000
1579,101960,160829,25475,1006,32,0.480000,0.270000,0.250000
1580,101961,19000,1163,887,7,0.180000,0.210000,0.610000
1581,101962,27308,6352,885,8,0.700000,0.190000,0.110000
1582,101963,213143,27383,1040,8,0.390000,0.290000,0.320000
1583,101964,91778,16529,980,11,0.540000,0.250000,0.210000
1584,101965,8268,2186,706,0,0.790000,0.130000,0.080000
1585,101966,80517,14915,971,21,0.560000,0.250000,0.190000
1586,101967,27304,6351,885,4,0.700000,0.190000,0.110000
1587,101968,109542,18525,976,30,0.510000,0.260000,0.230000
1588,101969,68513,13359,965,29,0.580000,0.240000,0.180000
1589,101970,43081,3432,921,25,0.240000,0.250000,0.510000
1590,101971,34397,2503,924,38,0.220000,0.230000,0.550000
1591,101972,149291,16675,992,38,0.340000,0.290000,0.370000
1592,101973,33513,7595,915,12,0.680000,0.200000,0.120000
1593,101974,10894,532,797,13,0.150000,0.180000,0.670000
1594,101975,182979,22507,1017,30,0.370000,0.290000,0.340000
1595,101976,160174,25316,1004,1,0.470000,0.270000,0.260000
1596,101977,128470,21444,989,4,0.500000,0.270000,0.230000
1597,101978,81500,7559,953,29,0.280000,0.260000,0.460000
1598,101979,128470,21444,989,4,0.500000,0.270000,0.230000
1599,101980,185963,27097,1017,11,0.440000,0.280000,0.280000
1600,101981,113012,19717,991,29,0.520000,0.260000,0.220000
1601,101982,200534,26858,1030,35,0.400000,0.290000,0.310000
1602,101983,158179,24335,997,34,0.460000,0.280000,0.260000
1603,101984,68586,13378,966,24,0.590000,0.240000,0.170000
1604,101985,200534,26858,1030,35,0.400000,0.290000,0.310000
1605,101986,197764,27094,1021,34,0.410000,0.290000,0.300000
1606,101987,5346,1501,649,3,0.840000,0.100000,0.060000
1607,101988,81075,15039,979,33,0.560000,0.250000,0.190000
1608,101989,22489,5346,878,25,0.710000,0.180000,0.110000
1609,101990,93123,9107,956,30,0.290000,0.270000,0.440000
1610,101991,29634,2077,913,33,0.210000,0.230000,0.560000
1611,101992,32426,2232,928,17,0.210000,0.230000,0.560000
1612,101993,17306,4223,837,29,0.730000,0.160000,0.110000
1613,101994,17306,4223,837,29,0.730000,0.160000,0.110000
1614,101995,109310,18471,976,32,0.510000,0.260000,0.230000
1615,101996,165341,24698,989,20,0.450000,0.280000,0.270000
1616,101997,198854,28522,1016,32,0.430000,0.280000,0.290000
1617,101998,24590,1626,898,20,0.200000,0.220000,0.580000
1618,101999,213143,27383,1040,8,0.390000,0.290000,0.320000
1619,102000,172559,19797,1014,23,0.340000,0.280000,0.380000
1620,102001,13256,3379,797,35,0.760000,0.140000,0.100000
1621,102002,203607,28051,1024,27,0.410000,0.290000,0.300000
1622,102003,128534,21417,988,29,0.500000,0.270000,0.230000
1623,102004,113012,19717,991,29,0.520000,0.260000,0.220000
1624,102005,209319,29059,1028,6,0.420000,0.280000,0.300000
1625,102006,113012,19717,991,29,0.520000,0.260000,0.220000
1626,102007,158179,24335,997,34,0.460000,0.280000,0.260000
1627,102008,7178,310,717,2,0.130000,0.150000,0.720000
1628,102009,23096,1439,899,8,0.190000,0.220000,0.590000
1629,102010,131539,21401,991,31,0.490000,0.270000,0.240000
1630,102011,81075,15039,979,33,0.560000,0.250000,0.190000
1631,102012,51708,4220,937,33,0.240000,0.250000,0.510000
1632,102013,27312,6352,885,12,0.700000,0.190000,0.110000
1633,102014,34414,2504,924,16,0.220000,0.230000,0.550000
1634,102015,34397,2503,924,38,0.220000,0.230000,0.550000
1635,102016,71863,6559,949,25,0.270000,0.260000,0.470000
1636,102017,109542,18525,976,30,0.510000,0.260000,0.230000
1637,102018,137645,14932,994,14,0.330000,0.280000,0.390000
1638,102019,81077,15039,979,35,0.560000,0.250000,0.190000
1639,102020,16552,4146,842,16,0.750000,0.150000,0.100000
1640,102021,69678,6164,956,24,0.270000,0.260000,0.470000
1641,102022,4151,1148,558,17,0.830000,0.110000,0.060000
1642,102023,189549,26881,1002,9,0.430000,0.290000,0.280000
1643,102024,17308,4223,837,31,0.730000,0.160000,0.110000
1644,102025,194866,23241,1034,22,0.360000,0.280000,0.360000
1645,102026,27308,6352,885,8,0.700000,0.190000,0.110000
1646,102027,92121,16601,984,3,0.540000,0.250000,0.210000
1647,102028,80314,7475,950,13,0.280000,0.270000,0.450000
1648,102029,94072,9186,963,4,0.290000,0.270000,0.440000
1649,102030,80314,7475,950,13,0.280000,0.270000,0.450000
1650,102031,80517,14915,971,21,0.560000,0.250000,0.190000
1651,102032,68487,13351,965,3,0.580000,0.240000,0.180000
1652,102033,153461,23415,987,35,0.460000,0.280000,0.260000
1653,102034,68881,6326,932,7,0.280000,0.270000,0.450000
1654,102035,129196,20928,987,28,0.490000,0.270000,0.240000
1655,102036,195286,25648,1027,13,0.390000,0.290000,0.320000
1656,102037,149291,16675,992,38,0.340000,0.290000,0.370000
1657,102038,8270,2186,707,2,0.790000,0.130000,0.080000
1658,102039,69678,6164,956,24,0.270000,0.260000,0.470000
1659,102040,29634,2078,913,33,0.210000,0.230000,0.560000
1660,102041,105477,10461,969,21,0.300000,0.270000,0.430000
1661,102042,34414,2504,924,16,0.220000,0.230000,0.550000
1662,102043,182979,22507,1017,30,0.370000,0.290000,0.340000
1663,102044,185963,27097,1017,11,0.440000,0.280000,0.280000
1664,102045,209319,29059,1028,6,0.420000,0.280000,0.300000
1665,102046,5346,1501,649,3,0.840000,0.100000,0.060000
1666,102047,132777,21660,994,21,0.490000,0.270000,0.240000
1667,102048,13104,700,821,0,0.160000,0.200000,0.640000
1668,102049,13256,3379,797,35,0.760000,0.140000,0.100000
1669,102050,17306,4223,837,29,0.730000,0.160000,0.110000
1670,102051,170539,25662,998,31,0.450000,0.280000,0.270000
1671,102052,203030,26464,1029,35,0.390000,0.290000,0.320000
1672,102053,43081,3432,921,25,0.240000,0.250000,0.510000
1673,102054,92143,16608,985,25,0.540000,0.250000,0.210000
1674,102055,13256,3379,797,35,0.760000,0.140000,0.100000
1675,102056,203607,28051,1024,27,0.410000,0.290000,0.300000
1676,102057,51708,4220,937,33,0.240000,0.250000,0.510000
1677,102058,13112,700,821,8,0.160000,0.200000,0.640000
1678,102059,66202,13337,973,19,0.600000,0.230000,0.170000
1679,102060,54135,11378,959,3,0.630000,0.220000,0.150000
1680,102061,32423,2231,928,14,0.210000,0.230000,0.560000
1681,102062,148968,16430,996,27,0.330000,0.280000,0.390000
1682,102063,13701,717,837,12,0.160000,0.190000,0.650000
1683,102064,27312,6352,885,12,0.700000,0.190000,0.110000
1684,102065,66202,13337,973,19,0.600000,0.230000,0.170000
1685,102066,81079,15041,979,37,0.560000,0.250000,0.190000
1686,102067,27312,6352,885,12,0.700000,0.190000,0.110000
1687,102068,88812,16827,997,9,0.570000,0.240000,0.190000
1688,102069,66202,13337,973,19,0.600000,0.230000,0.170000
1689,102070,54135,11378,959,3,0.630000,0.220000,0.150000
1690,102071,158797,18508,992,28,0.350000,0.290000,0.360000
1691,102072,200534,26858,1030,35,0.400000,0.290000,0.310000
1692,102073,34397,2503,924,38,0.220000,0.230000,0.550000
1693,102074,113012,19717,991,29,0.520000,0.260000,0.220000
1694,102075,185963,27097,1017,11,0.440000,0.280000,0.280000
1695,102076,27312,6352,885,12,0.700000,0.190000,0.110000
1696,102077,182979,22507,1017,30,0.370000,0.290000,0.340000
1697,102078,209861,27808,1035,2,0.400000,0.280000,0.320000
1698,102079,148968,16430,996,27,0.330000,0.280000,0.390000
1699,102080,88769,16816,996,5,0.570000,0.240000,0.190000
1700,102081,92143,16608,985,25,0.540000,0.250000,0.210000
1701,102082,203030,26464,1029,35,0.390000,0.290000,0.320000
1702,102083,70153,6193,965,31,0.260000,0.260000,0.480000
1703,102084,23095,1439,899,7,0.190000,0.220000,0.590000
1704,102085,200534,26858,1030,35,0.400000,0.290000,0.310000
1705,102086,7126,1931,704,28,0.810000,0.120000,0.070000
1706,102087,200534,26858,1030,35,0.400000,0.290000,0.310000
1707,102088,22489,5346,878,25,0.710000,0.180000,0.110000
1708,102089,42431,9277,933,38,0.660000,0.210000,0.130000
1709,102090,27308,6352,885,8,0.700000,0.190000,0.110000
1710,102091,93123,9107,956,30,0.290000,0.270000,0.440000
1711,102092,173429,20638,1008,35,0.360000,0.290000,0.350000
1712,102093,204156,27271,1033,30,0.400000,0.290000,0.310000
1713,102094,8270,2186,707,2,0.790000,0.130000,0.080000
1714,102095,158509,24964,1002,13,0.470000,0.280000,0.250000
1715,102096,32402,2227,927,32,0.210000,0.230000,0.560000
1716,102097,7176,310,717,0,0.130000,0.150000,0.720000
1717,102098,22485,5345,878,21,0.710000,0.180000,0.110000
1718,102099,17306,4223,837,29,0.730000,0.160000,0.110000
1719,102100,94072,9186,963,4,0.290000,0.270000,0.440000
1720,102101,5346,1501,649,3,0.840000,0.100000,0.060000
1721,102102,109310,18471,976,32,0.510000,0.260000,0.230000
1722,102103,200156,28867,1019,8,0.430000,0.280000,0.290000
1723,102104,172769,26084,1004,38,0.450000,0.280000,0.270000
1724,102105,7126,1931,704,28,0.810000,0.120000,0.070000
1725,102106,198854,28522,1016,32,0.430000,0.280000,0.290000
1726,102107,155918,23874,993,35,0.460000,0.280000,0.260000
1727,102108,23096,1439,899,8,0.190000,0.220000,0.590000
1728,102109,185963,27097,1017,11,0.440000,0.280000,0.280000
1729,102110,172769,26084,1004,38,0.450000,0.280000,0.270000
1730,102111,100380,10021,953,33,0.300000,0.280000,0.420000
1731,102112,80314,7475,950,13,0.280000,0.270000,0.450000
1732,102113,197764,27094,1021,34,0.410000,0.290000,0.300000
1733,102114,33516,7595,915,15,0.680000,0.200000,0.120000
1734,102115,66208,13335,973,25,0.600000,0.230000,0.170000
1735,102116,51708,4220,937,33,0.240000,0.250000,0.510000
1736,102117,173429,20638,1008,35,0.360000,0.290000,0.350000
1737,102118,68591,13379,966,29,0.590000,0.240000,0.170000
1738,102119,66202,13337,973,19,0.600000,0.230000,0.170000
1739,102120,8653,389,767,34,0.130000,0.160000,0.710000
1740,102121,32402,2227,927,32,0.210000,0.230000,0.560000
1741,102122,160174,25316,1004,1,0.470000,0.270000,0.260000
1742,102123,27312,6352,885,12,0.700000,0.190000,0.110000
1743,102124,204029,27452,1032,20,0.400000,0.280000,0.320000
1744,102125,7124,1931,704,26,0.810000,0.120000,0.070000
1745,102126,27308,6352,885,8,0.700000,0.190000,0.110000
1746,102127,54188,4585,928,17,0.250000,0.260000,0.490000
1747,102128,17306,4223,837,29,0.730000,0.160000,0.110000
1748,102129,43312,3309,944,22,0.230000,0.240000,0.530000
1749,102130,81075,15039,979,33,0.560000,0.250000,0.190000
1750,102131,19000,1163,887,7,0.180000,0.210000,0.610000
1751,102132,42433,9277,933,1,0.660000,0.210000,0.130000
1752,102133,128534,21417,988,29,0.500000,0.270000,0.230000
1753,102134,209861,27808,1035,2,0.400000,0.280000,0.320000
1754,102135,81077,15039,979,35,0.560000,0.250000,0.190000
1755,102136,24590,1626,898,20,0.200000,0.220000,0.580000
1756,102137,160174,25316,1004,1,0.470000,0.270000,0.260000
1757,102138,42431,9277,933,38,0.660000,0.210000,0.130000
1758,102139,16551,4146,842,15,0.750000,0.150000,0.100000
1759,102140,113012,19717,991,29,0.520000,0.260000,0.220000
1760,102141,129196,20928,987,28,0.490000,0.270000,0.240000
1761,102142,27308,6352,885,8,0.700000,0.190000,0.110000
1762,102143,172559,19797,1014,23,0.340000,0.280000,0.380000
1763,102144,88769,16816,996,5,0.570000,0.240000,0.190000
1764,102145,42430,9277,933,37,0.660000,0.210000,0.130000
1765,102146,129196,20928,987,28,0.490000,0.270000,0.240000
1766,102147,42431,9277,933,38,0.660000,0.210000,0.130000
1767,102148,79044,7370,939,30,0.280000,0.270000,0.450000
1768,102149,204156,27271,1033,30,0.400000,0.290000,0.310000
1769,102150,129196,20928,987,28,0.490000,0.270000,0.240000
1770,102151,207559,27319,1028,1,0.390000,0.290000,0.320000
1771,102152,8270,2186,707,2,0.790000,0.130000,0.080000
1772,102153,212659,28308,1036,31,0.400000,0.280000,0.320000
1773,102154,3460,991,538,28,0.860000,0.090000,0.050000
1774,102155,71737,6552,948,16,0.270000,0.260000,0.470000
1775,102156,13256,3379,797,35,0.760000,0.140000,0.100000
1776,102157,169209,19241,1013,27,0.340000,0.280000,0.380000
1777,102158,29602,2075,913,1,0.210000,0.230000,0.560000
1778,102159,66208,13335,973,25,0.600000,0.230000,0.170000
1779,102160,88769,16816,996,5,0.570000,0.240000,0.190000
1780,102161,10897,532,797,16,0.150000,0.180000,0.670000
1781,102162,79044,7370,939,30,0.280000,0.270000,0.450000
1782,102163,29602,2075,913,1,0.210000,0.230000,0.560000
1783,102164,71737,6552,948,16,0.270000,0.260000,0.470000
1784,102165,22489,5346,878,25,0.710000,0.180000,0.110000
1785,102166,195286,25648,1027,13,0.390000,0.290000,0.320000
1786,102167,27308,6352,885,8,0.700000,0.190000,0.110000
1787,102168,33533,7599,915,32,0.680000,0.200000,0.120000
1788,102169,213143,27383,1040,8,0.390000,0.290000,0.320000
1789,102170,81033,15030,978,30,0.560000,0.250000,0.190000
1790,102171,23093,1439,899,5,0.190000,0.220000,0.590000
1791,102172,210601,29889,1037,1,0.430000,0.280000,0.290000
1792,102173,212171,26130,1052,11,0.370000,0.280000,0.350000
1793,102174,66170,13333,972,26,0.600000,0.230000,0.170000
1794,102175,40092,8610,915,0,0.640000,0.220000,0.140000
1795,102176,212659,28308,1036,31,0.400000,0.280000,0.320000
1796,102177,206324,26805,1044,14,0.390000,0.280000,0.330000
1797,102178,68562,13377,966,0,0.590000,0.240000,0.170000
1798,102179,113012,19717,991,29,0.520000,0.260000,0.220000
1799,102180,88641,16803,997,33,0.570000,0.240000,0.190000
1800,102181,158509,24964,1002,13,0.470000,0.280000,0.250000
1801,102182,182794,26897,1008,1,0.440000,0.290000,0.270000
1802,102183,54135,11378,959,3,0.630000,0.220000,0.150000
1803,102184,88785,16825,997,21,0.570000,0.240000,0.190000
1804,102185,88785,16825,997,21,0.570000,0.240000,0.190000
1805,102186,204156,27271,1033,30,0.400000,0.290000,0.310000
1806,102187,32426,2232,928,17,0.210000,0.230000,0.560000
1807,102188,172559,19797,1014,23,0.340000,0.280000,0.380000
1808,102189,22485,5345,878,21,0.710000,0.180000,0.110000
1809,102190,29634,2078,913,33,0.210000,0.230000,0.560000
1810,102191,27308,6352,885,8,0.700000,0.190000,0.110000
1811,102192,13256,3379,797,35,0.760000,0.140000,0.100000
1812,102193,189549,26881,1002,9,0.430000,0.290000,0.280000
1813,102194,33532,7599,915,31,0.680000,0.200000,0.120000
1814,102195,129196,20928,987,28,0.490000,0.270000,0.240000
1815,102196,112615,19637,991,22,0.520000,0.260000,0.220000
1816,102197,186310,22607,1017,7,0.360000,0.290000,0.350000
1817,102198,24591,1626,898,21,0.200000,0.220000,0.580000
1818,102199,128534,21417,988,29,0.500000,0.270000,0.230000
1819,102200,92139,16608,985,21,0.540000,0.250000,0.210000
1820,102201,43312,3309,944,22,0.230000,0.240000,0.530000
1821,102202,88758,16813,996,33,0.570000,0.240000,0.190000
1822,102203,42431,9277,933,38,0.660000,0.210000,0.130000
1823,102204,123021,12709,982,15,0.310000,0.280000,0.410000
1824,102205,8653,389,767,34,0.130000,0.160000,0.710000
1825,102206,56196,11549,959,36,0.620000,0.230000,0.150000
1826,102207,128534,21417,988,29,0.500000,0.270000,0.230000
1827,102208,198854,28522,1016,32,0.430000,0.280000,0.290000
1828,102209,42433,9277,933,1,0.660000,0.210000,0.130000
1829,102210,43312,3309,944,22,0.230000,0.240000,0.530000
1830,102211,51708,4220,937,33,0.240000,0.250000,0.510000
1831,102212,92121,16601,984,3,0.540000,0.250000,0.210000
1832,102213,66194,5898,948,11,0.270000,0.260000,0.470000
1833,102214,92121,16601,984,3,0.540000,0.250000,0.210000
1834,102215,66208,13335,973,25,0.600000,0.230000,0.170000
1835,102216,134318,14404,999,2,0.320000,0.280000,0.400000
1836,102217,128534,21417,988,29,0.500000,0.270000,0.230000
1837,102218,18323,1040,884,32,0.170000,0.200000,0.630000
1838,102219,56196,11549,959,36,0.620000,0.230000,0.150000
1839,102220,132777,21660,994,21,0.490000,0.270000,0.240000
1840,102221,13931,3610,820,8,0.780000,0.140000,0.080000
1841,102222,66208,13335,973,25,0.600000,0.230000,0.170000
1842,102223,13931,3610,820,8,0.780000,0.140000,0.080000
1843,102224,113012,19717,991,29,0.520000,0.260000,0.220000
1844,102225,56196,11549,959,36,0.620000,0.230000,0.150000
1845,102226,213143,27383,1040,8,0.390000,0.290000,0.320000
1846,102227,71737,6552,948,16,0.270000,0.260000,0.470000
1847,102228,203607,28051,1024,27,0.410000,0.290000,0.300000
1848,102229,34415,2505,924,17,0.220000,0.230000,0.550000
1849,102230,183831,26636,1012,24,0.430000,0.290000,0.280000
1850,102231,117656,12247,974,32,0.310000,0.280000,0.410000
1851,102232,128534,21417,988,29,0.500000,0.270000,0.230000
1852,102233,29602,2075,913,1,0.210000,0.230000,0.560000
1853,102234,88758,16813,996,33,0.570000,0.240000,0.190000
1854,102235,66200,13332,972,17,0.600000,0.230000,0.170000
1855,102236,88769,16816,996,5,0.570000,0.240000,0.190000
1856,102237,42409,9273,933,16,0.660000,0.210000,0.130000
1857,102238,17306,4223,837,29,0.730000,0.160000,0.110000
1858,102239,113012,19717,991,29,0.520000,0.260000,0.220000
1859,102240,172559,19797,1014,23,0.340000,0.280000,0.380000
1860,102241,34397,2503,924,38,0.220000,0.230000,0.550000
1861,102242,198854,28522,1016,32,0.430000,0.280000,0.290000
1862,102243,166699,23085,968,13,0.420000,0.290000,0.290000
1863,102244,8270,2186,707,2,0.790000,0.130000,0.080000
1864,102245,68690,6087,951,11,0.270000,0.260000,0.470000
1865,102246,42438,9277,933,6,0.660000,0.210000,0.130000
1866,102247,92121,16601,984,3,0.540000,0.250000,0.210000
1867,102248,18999,1163,887,6,0.180000,0.210000,0.610000
1868,102249,94072,9186,963,4,0.290000,0.270000,0.440000
1869,102250,209861,27808,1035,2,0.400000,0.280000,0.320000
1870,102251,183831,26636,1012,24,0.430000,0.290000,0.280000
1871,102252,55024,4646,940,34,0.250000,0.250000,0.500000
1872,102253,189549,26881,1002,9,0.430000,0.290000,0.280000
1873,102254,3460,991,538,28,0.860000,0.090000,0.050000
1874,102255,207500,27848,1035,20,0.400000,0.280000,0.320000
1875,102256,129196,20928,987,28,0.490000,0.270000,0.240000
1876,102257,8270,2186,707,2,0.790000,0.130000,0.080000
1877,102258,203607,28051,1024,27,0.410000,0.290000,0.300000
1878,102259,43081,3432,921,25,0.240000,0.250000,0.510000
1879,102260,113012,19717,991,29,0.520000,0.260000,0.220000
1880,102261,42433,9277,933,1,0.660000,0.210000,0.130000
1881,102262,13256,3379,797,35,0.760000,0.140000,0.100000
1882,102263,134237,14451,996,38,0.320000,0.280000,0.400000
1883,102264,100380,10021,953,33,0.300000,0.280000,0.420000
1884,102265,8270,2186,707,2,0.790000,0.130000,0.080000
1885,102266,66200,13332,972,17,0.600000,0.230000,0.170000
1886,102267,24586,1625,898,16,0.200000,0.220000,0.580000
1887,102268,22485,5345,878,21,0.710000,0.180000,0.110000
1888,102269,18321,1040,884,30,0.170000,0.200000,0.630000
1889,102270,68690,6087,951,11,0.270000,0.260000,0.470000
1890,102271,71863,6559,949,25,0.270000,0.260000,0.470000
1891,102272,4151,1148,558,17,0.830000,0.110000,0.060000
1892,102273,158179,24335,997,34,0.460000,0.280000,0.260000
1893,102274,109540,18533,976,28,0.510000,0.260000,0.230000
1894,102275,55024,4646,940,34,0.250000,0.250000,0.500000
1895,102276,188627,28030,1018,23,0.450000,0.280000,0.270000
1896,102277,132777,21660,994,21,0.490000,0.270000,0.240000
1897,102278,68562,13377,966,0,0.590000,0.240000,0.170000
1898,102279,105276,10461,964,15,0.300000,0.270000,0.430000
1899,102280,123021,12709,982,15,0.310000,0.280000,0.410000
1900,102301,13255,3379,797,34,0.760000,0.140000,0.100000
1901,102302,207621,28190,1045,24,0.410000,0.280000,0.310000
1902,102303,81044,15037,979,2,0.560000,0.250000,0.190000
1903,102304,207621,28190,1045,24,0.410000,0.280000,0.310000
1904,102305,154728,24729,1007,15,0.480000,0.270000,0.250000
1905,102306,156703,17463,1020,1,0.330000,0.270000,0.400000
1906,102307,204554,26663,1043,38,0.390000,0.280000,0.330000
1907,102308,210601,29889,1037,1,0.430000,0.280000,0.290000
1908,102309,13255,3379,797,34,0.760000,0.140000,0.100000
1909,102310,81044,15037,979,2,0.560000,0.250000,0.190000
1910,102340,19614,4624,849,36,0.710000,0.180000,0.110000
1911,102381,144821,15764,1006,14,0.330000,0.270000,0.400000
1912,102382,43462,3314,948,16,0.230000,0.240000,0.530000
1913,102383,186728,27359,1019,35,0.440000,0.280000,0.280000
1914,102384,88785,16825,997,21,0.570000,0.240000,0.190000
1915,102385,13930,3610,820,7,0.780000,0.140000,0.080000
1916,102386,213633,30120,1036,30,0.420000,0.280000,0.300000
1917,102387,8653,389,767,34,0.130000,0.160000,0.710000
1918,102388,113248,19775,996,31,0.520000,0.260000,0.220000
1919,102389,54134,11377,959,2,0.630000,0.220000,0.150000
1920,102390,186728,27359,1019,35,0.440000,0.280000,0.280000
1921,102391,207154,26837,1043,25,0.390000,0.280000,0.330000
1922,102392,131904,21571,994,6,0.490000,0.270000,0.240000
1923,102393,217700,28771,1047,2,0.400000,0.280000,0.320000
1924,102394,113207,19771,996,29,0.520000,0.260000,0.220000
1925,102395,205960,28174,1045,1,0.410000,0.280000,0.310000
1926,102396,131904,21571,994,6,0.490000,0.270000,0.240000
1927,102397,210601,29889,1037,1,0.430000,0.280000,0.290000
1928,102398,198854,28522,1016,32,0.430000,0.280000,0.290000
1929,102399,185963,27097,1017,11,0.440000,0.280000,0.280000
1930,102400,54135,11378,959,3,0.630000,0.220000,0.150000
1931,102401,40119,8613,915,27,0.640000,0.220000,0.140000
1932,102402,182586,21417,1025,27,0.350000,0.280000,0.370000
1933,102403,158179,24335,997,34,0.460000,0.280000,0.260000
1934,102404,901,263,220,4,0.880000,0.070000,0.050000
1935,102405,137141,22603,997,17,0.490000,0.270000,0.240000
1936,102406,66209,13335,973,26,0.600000,0.230000,0.170000
1937,102407,4710,1318,637,30,0.840000,0.100000,0.060000
1938,102408,79844,14854,978,11,0.560000,0.250000,0.190000
1939,102409,6913,316,725,10,0.140000,0.170000,0.690000
1940,102410,139711,22382,997,13,0.480000,0.270000,0.250000
1941,102411,204029,27452,1032,20,0.400000,0.280000,0.320000
1942,102412,4151,1148,558,17,0.830000,0.110000,0.060000
1943,102413,5346,1501,649,3,0.840000,0.100000,0.060000
1944,102414,213143,27383,1040,8,0.390000,0.290000,0.320000
1945,102415,113012,19717,991,29,0.520000,0.260000,0.220000
1946,102416,8270,2186,707,2,0.790000,0.130000,0.080000
1947,102417,123021,12709,982,15,0.310000,0.280000,0.410000
1948,102418,192143,23379,1019,29,0.370000,0.290000,0.340000
1949,102419,206523,27207,1028,18,0.400000,0.290000,0.310000
1950,102420,15098,876,864,5,0.170000,0.200000,0.630000
1951,102421,122800,13016,1001,28,0.320000,0.270000,0.410000
1952,102422,210601,29889,1037,1,0.430000,0.280000,0.290000
1953,102423,169966,20204,1039,4,0.360000,0.270000,0.370000
1954,102424,160344,18493,1029,15,0.350000,0.270000,0.380000
1955,102425,54134,11377,959,2,0.630000,0.220000,0.150000
1956,102426,189786,28327,1019,12,0.450000,0.280000,0.270000
1957,102427,143894,15915,1013,23,0.330000,0.270000,0.400000
1958,102428,200662,26074,1044,7,0.390000,0.280000,0.330000
1959,102429,54120,11376,959,27,0.630000,0.220000,0.150000
1960,102430,66171,13333,972,27,0.600000,0.230000,0.170000
1961,102471,22489,5346,878,25,0.710000,0.180000,0.110000
1962,102472,169635,25897,1005,24,0.460000,0.280000,0.260000
1963,102473,8045,2204,736,11,0.820000,0.110000,0.070000
1964,102474,209861,27808,1035,2,0.400000,0.280000,0.320000
1965,102475,115961,19803,987,14,0.510000,0.260000,0.230000
1966,102476,10595,2730,782,26,0.770000,0.140000,0.090000
1967,102477,215496,27988,1039,21,0.390000,0.280000,0.330000
1968,102478,215496,27988,1039,21,0.390000,0.280000,0.330000
1969,102479,215496,27988,1039,21,0.390000,0.280000,0.330000
1970,102480,81077,15039,979,35,0.560000,0.250000,0.190000
1971,102481,192143,23379,1019,29,0.370000,0.290000,0.340000
1972,102482,205364,28152,1030,29,0.410000,0.280000,0.310000
1973,102483,190289,27575,1017,8,0.430000,0.280000,0.290000
1974,102484,21951,5075,853,33,0.690000,0.190000,0.120000
1975,102485,169209,19241,1013,27,0.340000,0.280000,0.380000
1976,102486,143085,15542,999,33,0.330000,0.280000,0.390000
1977,102487,212319,28498,1037,3,0.400000,0.280000,0.320000
1978,102488,113031,19717,991,9,0.520000,0.260000,0.220000
1979,102489,209319,29059,1028,6,0.420000,0.280000,0.300000
1980,102490,8655,389,767,36,0.130000,0.160000,0.710000
1981,102498,212319,28498,1037,3,0.400000,0.280000,0.320000
1982,102499,203782,27839,1027,7,0.410000,0.280000,0.310000
1983,102500,109542,18525,976,30,0.510000,0.260000,0.230000
1984,102501,92181,16479,984,24,0.540000,0.250000,0.210000
1985,102502,66395,12975,963,17,0.590000,0.240000,0.170000
1986,102503,46252,9629,940,37,0.620000,0.220000,0.160000
1987,102504,11333,599,804,23,0.160000,0.190000,0.650000
1988,102505,109542,18525,976,30,0.510000,0.260000,0.230000
1989,102506,7492,359,727,4,0.140000,0.170000,0.690000
1990,102507,200906,28503,1022,17,0.430000,0.280000,0.290000
1991,102508,75475,14453,977,10,0.570000,0.240000,0.190000
1992,102509,215496,27988,1039,21,0.390000,0.280000,0.330000
1993,102510,78180,7217,953,24,0.280000,0.260000,0.460000
1994,102511,32402,2227,927,32,0.210000,0.230000,0.560000
1995,102512,54134,11377,959,2,0.630000,0.220000,0.150000
1996,102513,4151,1148,558,17,0.830000,0.110000,0.060000
1997,102514,13255,3379,797,34,0.760000,0.140000,0.100000
1998,102515,172559,19797,1014,23,0.340000,0.280000,0.380000
1999,102516,81077,15039,979,35,0.560000,0.250000,0.190000
2000,102517,42433,9277,933,1,0.660000,0.210000,0.130000
2001,102518,189549,26881,1002,9,0.430000,0.290000,0.280000
2002,102519,88769,16816,996,5,0.570000,0.240000,0.190000
2003,102520,157378,25059,1006,13,0.480000,0.270000,0.250000
2004,102521,131904,21571,994,6,0.490000,0.270000,0.240000
2005,102522,212412,26643,1043,18,0.380000,0.280000,0.340000
2006,102523,5346,1501,649,3,0.840000,0.100000,0.060000
2007,102524,217700,28771,1047,2,0.400000,0.280000,0.320000
2008,102525,81044,15037,979,2,0.560000,0.250000,0.190000
2009,102526,17302,4222,837,25,0.730000,0.160000,0.110000
2010,102527,81044,15037,979,2,0.560000,0.250000,0.190000
2011,102528,13701,717,837,12,0.160000,0.190000,0.650000
2012,102529,131904,21571,994,6,0.490000,0.270000,0.240000
2013,102530,180050,21113,1031,26,0.350000,0.280000,0.370000
2014,102531,208961,27925,1044,38,0.400000,0.280000,0.320000
2015,102532,10897,532,797,16,0.150000,0.180000,0.670000
2016,102533,17305,4223,837,28,0.730000,0.160000,0.110000
